province;red;green;blue;x;x
1838;208;134;173;Nexoria1838;x
1839;080;136;032;Nexoria1839;x
1840;208;138;079;Nexoria1840;x
1841;080;140;126;Nexoria1841;x
1842;209;142;173;Nexoria1842;x
1843;081;144;032;Nexoria1843;x
1844;209;146;079;Nexoria1844;x
1845;081;148;126;Nexoria1845;x
1846;209;150;173;Nexoria1846;x
1847;081;152;032;Nexoria1847;x
1848;209;154;079;Nexoria1848;x
1849;082;156;126;Nexoria1849;x
1850;210;158;173;Nexoria1850;x
1851;082;032;032;Nexoria1851;x
1852;210;034;079;Nexoria1852;x
1853;082;036;126;Nexoria1853;x
1854;210;038;173;Nexoria1854;x
1855;082;040;032;Nexoria1855;x
1856;211;042;079;Nexoria1856;x
1857;083;044;126;Nexoria1857;x
1858;211;046;173;Nexoria1858;x
1859;083;048;032;Nexoria1859;x
1860;211;050;079;Nexoria1860;x
1861;083;052;126;Nexoria1861;x
1862;211;054;173;Nexoria1862;x
1863;084;056;032;Nexoria1863;x
1864;212;058;079;Nexoria1864;x
1865;084;060;126;Nexoria1865;x
1866;212;062;173;Nexoria1866;x
1867;084;064;032;Nexoria1867;x
1868;212;066;079;Nexoria1868;x
1869;084;068;126;Nexoria1869;x
1870;213;070;173;Nexoria1870;x
1871;085;072;032;Nexoria1871;x
1872;086;084;126;Nexoria1872;x
1873;085;076;126;Nexoria1873;x
1874;213;078;173;Nexoria1874;x
1875;142;110;192;Nexoria1875;x
1876;213;082;079;Nexoria1876;x
1877;086;092;126;Nexoria1877;x
1878;214;086;173;Nexoria1878;x
1879;086;088;032;Nexoria1879;x
1880;214;090;079;Nexoria1880;x
1881;213;074;079;Nexoria1881;x
1882;214;094;173;Nexoria1882;x
1883;000;000;232;Nexoria1883;x
1884;001;000;236;Nexoria1884;x
1885;002;000;240;Nexoria1885;x
1886;003;000;244;Nexoria1886;x
1887;004;000;248;Nexoria1887;x
1888;005;000;232;Nexoria1888;x
1889;006;000;236;Nexoria1889;x
1890;007;000;240;Nexoria1890;x
1891;008;000;244;Nexoria1891;x
1892;009;000;248;Nexoria1892;x
1893;010;000;232;Nexoria1893;x
1894;011;000;236;Nexoria1894;x
1895;012;000;240;Nexoria1895;x
1896;013;000;244;Nexoria1896;x
1897;014;000;248;Nexoria1897;x
1898;015;000;232;Nexoria1898;x
1899;016;000;236;Nexoria1899;x
1900;017;000;240;Nexoria1900;x
1901;081;104;191;Nexoria1901;x
1902;019;000;248;Nexoria1902;x
1903;020;000;232;Nexoria1903;x
1904;021;000;236;Nexoria1904;x
1905;022;000;240;Nexoria1905;x
1906;023;000;244;Nexoria1906;x
1907;024;000;248;Nexoria1907;x
1908;025;000;232;Nexoria1908;x
1909;026;000;236;Nexoria1909;x
1910;027;000;240;Nexoria1910;x
1911;028;000;244;Nexoria1911;x
1912;029;000;248;Nexoria1912;x
1913;030;000;232;Nexoria1913;x
1914;031;000;236;Nexoria1914;x
1915;032;000;240;Nexoria1915;x
1916;033;000;244;Nexoria1916;x
1917;034;000;248;Nexoria1917;x
1918;035;000;232;Nexoria1918;x
1919;036;000;236;Nexoria1919;x
1920;037;000;240;Nexoria1920;x
1921;038;000;244;Nexoria1921;x
1922;039;000;248;Nexoria1922;x
1923;040;000;232;Nexoria1923;x
1924;062;206;252;Nexoria1924;x
1925;225;191;200;Nexoria1925;x
1926;062;230;252;Nexoria1926;x
1927;062;218;252;Nexoria1927;x
1928;062;234;252;Nexoria1928;x
1929;062;210;252;Nexoria1929;x
1930;237;154;079;Nexoria1930;x
1931;130;060;050;Nexoria1931;x
1932;049;150;248;Nexoria1932;x
1933;050;000;232;Nexoria1933;x
1934;251;000;036;Nexoria1934;x
1935;052;000;240;Nexoria1935;x
1936;055;000;000;Nexoria1936;x
1937;065;000;250;Nexoria1937;x
1938;075;000;025;Nexoria1938;x
1939;085;000;225;Nexoria1939;x
1940;095;000;050;Nexoria1940;x
1941;105;000;200;Nexoria1941;x
1942;110;000;075;Nexoria1942;x
1943;115;000;175;Nexoria1943;x
1944;120;000;100;Nexoria1944;x
1945;125;000;150;Nexoria1945;x
1946;063;000;244;Nexoria1946;x
1947;064;000;248;Nexoria1947;x
1948;065;000;232;Nexoria1948;x
1949;066;000;236;Nexoria1949;x
1950;067;000;240;Nexoria1950;x
1951;068;000;244;Nexoria1951;x
1952;069;000;248;Nexoria1952;x
1953;070;000;232;Nexoria1953;x
1954;071;000;236;Nexoria1954;x
1955;172;146;192;Nexoria1955;x
1956;073;000;244;Nexoria1956;x
1957;074;000;248;Nexoria1957;x
1958;075;000;232;Nexoria1958;x
1959;076;000;236;Nexoria1959;x
1960;077;000;240;Nexoria1960;x
1961;078;000;244;Nexoria1961;x
1962;079;000;248;Nexoria1962;x
1963;080;000;232;Nexoria1963;x
1964;081;000;236;Nexoria1964;x
1965;088;116;126;Nexoria1965;x
1966;216;118;173;Nexoria1966;x
1967;217;126;173;Nexoria1967;x
1968;089;128;032;Nexoria1968;x
1969;216;122;079;Nexoria1969;x
1970;088;120;032;Nexoria1970;x
1971;088;112;032;Nexoria1971;x
1972;216;114;079;Nexoria1972;x
1973;088;124;126;Nexoria1973;x
1974;215;110;173;Nexoria1974;x
1975;105;225;255;Nexoria1975;x
1976;093;000;244;Nexoria1976;x
1977;094;000;248;Nexoria1977;x
1978;095;000;232;Nexoria1978;x
1979;096;000;236;Nexoria1979;x
1980;136;253;253;Nexoria1980;x
1981;098;000;244;Nexoria1981;x
1982;099;000;248;Nexoria1982;x
1983;100;000;232;Nexoria1983;x
1984;101;000;236;Nexoria1984;x
1985;102;240;000;Nexoria1985;x
1986;103;000;244;Nexoria1986;x
1987;104;000;248;Nexoria1987;x
1988;105;000;232;Nexoria1988;x
1989;106;000;236;Nexoria1989;x
1990;107;000;240;Nexoria1990;x
1991;108;000;244;Nexoria1991;x
1992;109;000;248;Nexoria1992;x
1993;110;000;232;Nexoria1993;x
1994;111;000;236;Nexoria1994;x
1995;112;000;240;Nexoria1995;x
1996;113;000;244;Nexoria1996;x
1997;114;000;248;Nexoria1997;x
1998;115;000;232;Nexoria1998;x
1999;116;000;236;Nexoria1999;x
2000;060;221;221;Nexoria2000;x
2001;095;200;200;Nexoria2001;x
2002;200;135;255;Nexoria2002;x
2003;120;002;232;Nexoria2003;x
2004;125;004;236;Nexoria2004;x
2005;130;008;240;Nexoria2005;x
2006;135;016;244;Nexoria2006;x
2007;140;032;248;Nexoria2007;x
2008;145;064;232;Nexoria2008;x
2009;150;128;236;Nexoria2009;x
2010;055;001;080;Nexoria2010;x
2011;155;002;120;Nexoria2011;x
2012;105;003;160;Nexoria2012;x
2013;075;004;040;Nexoria2013;x
2014;105;006;160;Nexoria2014;x
2015;065;007;040;Nexoria2015;x
2016;155;008;120;Nexoria2016;x
2017;105;009;160;Nexoria2017;x
2018;055;010;040;Nexoria2018;x
2019;105;011;120;Nexoria2019;x
2020;155;012;160;Nexoria2020;x
2021;025;013;070;Nexoria2021;x
2022;155;005;120;Nexoria2022;x
2023;055;014;120;Nexoria2023;x
2024;255;015;160;Nexoria2024;x
2025;255;016;040;Nexoria2025;x
2026;255;017;120;Nexoria2026;x
2027;230;018;160;Nexoria2027;x
2028;255;019;090;Nexoria2028;x
2029;255;020;120;Nexoria2029;x
2030;255;021;160;Nexoria2030;x
2031;016;134;155;Nexoria2031;x
2032;016;245;155;Nexoria2032;x
2033;188;164;069;Nexoria2033;x
2034;255;120;000;Nexoria2034;x
2035;081;148;103;Nexoria2035;x
2036;156;172;045;Nexoria2036;x
2037;205;119;117;Nexoria2037;x
2038;213;157;165;Nexoria2038;x
2039;213;242;165;Nexoria2039;x
2040;084;237;087;Nexoria2040;x
2041;064;189;003;Nexoria2041;x
2042;246;092;062;Nexoria2042;x
2043;000;225;069;Nexoria2043;x
2044;181;016;160;Nexoria2044;x
2045;053;124;086;Nexoria2045;x
2046;193;131;023;Nexoria2046;x
2047;085;160;133;Nexoria2047;x
2048;198;203;170;Nexoria2048;x
2049;073;018;169;Nexoria2049;x
2050;184;070;008;Nexoria2050;x
2051;215;241;160;Nexoria2051;x
2052;122;234;032;Nexoria2052;x
2053;225;142;066;Nexoria2053;x
2054;156;201;151;Nexoria2054;x
2055;156;201;221;Nexoria2055;x
2056;156;061;221;Nexoria2056;x
2057;075;190;064;Nexoria2057;x
2058;231;098;182;Nexoria2058;x
2059;237;096;010;Nexoria2059;x
2060;255;192;227;Nexoria2060;x
2061;255;192;000;Nexoria2061;x
2062;193;076;178;Nexoria2062;x
2063;152;160;243;Nexoria2063;x
2064;202;218;255;Nexoria2064;x
2065;053;215;217;Nexoria2065;x
2066;116;145;119;Nexoria2066;x
2067;212;053;053;Nexoria2067;x
2068;072;225;192;Nexoria2068;x
2069;187;154;212;Nexoria2069;x
2070;123;181;072;Nexoria2070;x
2071;234;189;093;Nexoria2071;x
2072;096;229;237;Nexoria2072;x
2073;154;192;044;Nexoria2073;x
2074;151;175;205;Nexoria2074;x
2075;000;018;255;Nexoria2075;x
2076;000;194;255;Nexoria2076;x
2077;224;140;221;Nexoria2077;x
2078;032;140;221;Nexoria2078;x
2079;132;140;221;Nexoria2079;x
2080;219;108;009;Nexoria2080;x
2081;142;080;134;Nexoria2081;x
2082;017;138;094;Nexoria2082;x
2083;205;086;082;Nexoria2083;x
2084;193;000;241;Nexoria2084;x
2085;161;165;225;Nexoria2085;x
2086;197;225;191;Nexoria2086;x
2087;224;213;178;Nexoria2087;x
2088;066;156;186;Nexoria2088;x
2089;081;142;066;Nexoria2089;x
2090;154;052;179;Nexoria2090;x
2091;145;033;011;Nexoria2091;x
2092;170;185;212;Nexoria2092;x
2093;230;190;064;Nexoria2093;x
2094;078;155;191;Nexoria2094;x
2095;222;094;094;Nexoria2095;x
2096;210;243;194;Nexoria2096;x
2097;095;101;222;Nexoria2097;x
2098;148;136;138;Nexoria2098;x
2099;193;207;044;Nexoria2099;x
2100;195;123;121;Nexoria2100;x
2101;186;239;022;Nexoria2101;x
2102;215;191;026;Nexoria2102;x
2103;103;132;224;Nexoria2103;x
2104;104;136;064;Nexoria2104;x
2105;105;148;160;Nexoria2105;x
2106;105;162;080;Nexoria2106;x
2107;104;158;240;Nexoria2107;x
2108;100;098;144;Nexoria2108;x
2109;100;090;080;Nexoria2109;x
2110;099;086;240;Nexoria2110;x
2111;199;223;102;Nexoria2111;x
2112;115;210;143;Nexoria2112;x
2113;193;133;132;Nexoria2113;x
2114;106;172;160;Nexoria2114;x
2115;107;180;224;Nexoria2115;x
2116;108;206;240;Nexoria2116;x
2117;219;224;124;Nexoria2117;x
2118;116;102;240;Nexoria2118;x
2119;114;056;064;Nexoria2119;x
2120;114;115;055;Nexoria2120;x
2121;112;032;064;Nexoria2121;x
2122;111;244;160;Nexoria2122;x
2123;111;254;240;Nexoria2123;x
2124;115;078;240;Nexoria2124;x
2125;115;086;112;Nexoria2125;x
2126;155;139;047;Nexoria2126;x
2127;115;082;080;Nexoria2127;x
2128;123;184;128;Nexoria2128;x
2129;122;174;240;Nexoria2129;x
2130;121;152;064;Nexoria2130;x
2131;196;187;021;Nexoria2131;x
2132;119;138;144;Nexoria2132;x
2133;118;126;240;Nexoria2133;x
2134;119;120;192;Nexoria2134;x
2135;118;130;080;Nexoria2135;x
2136;124;210;144;Nexoria2136;x
2137;143;075;075;Nexoria2137;x
2138;086;118;240;Nexoria2138;x
2139;145;024;024;Nexoria2139;x
2140;238;254;148;Nexoria2140;x
2141;107;218;111;Nexoria2141;x
2142;084;080;128;Nexoria2142;x
2143;190;053;053;Nexoria2143;x
2144;082;062;176;Nexoria2144;x
2145;185;051;051;Nexoria2145;x
2146;185;197;039;Nexoria2146;x
2147;150;042;042;Nexoria2147;x
2148;041;150;061;Nexoria2148;x
2149;121;054;054;Nexoria2149;x
2150;069;102;064;Nexoria2150;x
2151;131;100;035;Nexoria2151;x
2152;144;037;037;Nexoria2152;x
2153;067;084;112;Nexoria2153;x
2154;233;216;092;Nexoria2154;x
2155;097;044;096;Nexoria2155;x
2156;146;081;081;Nexoria2156;x
2157;065;052;224;Nexoria2157;x
2158;065;046;176;Nexoria2158;x
2159;064;044;160;Nexoria2159;x
2160;065;034;080;Nexoria2160;x
2161;064;032;064;Nexoria2161;x
2162;068;078;064;Nexoria2162;x
2163;067;062;128;Nexoria2163;x
2164;067;070;192;Nexoria2164;x
2165;255;216;000;Nexoria2165;x
2166;069;205;050;Nexoria2166;x
2167;075;240;074;Nexoria2167;x
2168;079;254;112;Nexoria2168;x
2169;149;033;033;Nexoria2169;x
2170;090;182;176;Nexoria2170;x
2171;153;057;057;Nexoria2171;x
2172;081;048;064;Nexoria2172;x
2173;000;036;255;Nexoria2173;x
2174;158;062;062;Nexoria2174;x
2175;171;198;023;Nexoria2175;x
2176;088;144;064;Nexoria2176;x
2177;089;162;208;Nexoria2177;x
2178;090;172;096;Nexoria2178;x
2179;091;188;224;Nexoria2179;x
2180;079;246;240;Nexoria2180;x
2181;093;216;064;Nexoria2181;x
2182;095;236;224;Nexoria2182;x
2183;093;222;112;Nexoria2183;x
2184;215;210;043;Nexoria2184;x
2185;103;120;128;Nexoria2185;x
2186;105;156;224;Nexoria2186;x
2187;106;164;096;Nexoria2187;x
2188;100;102;176;Nexoria2188;x
2189;110;220;160;Nexoria2189;x
2190;205;158;124;Nexoria2190;x
2191;108;196;160;Nexoria2191;x
2192;217;220;084;Nexoria2192;x
2193;096;042;080;Nexoria2193;x
2194;113;106;026;Nexoria2194;x
2195;255;018;160;Nexoria2195;x
2196;255;019;040;Nexoria2196;x
2197;255;025;000;Nexoria2197;x
2198;255;126;040;Nexoria2198;x
2199;255;200;150;Nexoria2199;x
2200;243;202;012;Nexoria2200;x
2201;255;022;200;Nexoria2201;x
2202;255;223;000;Nexoria2202;x
2203;255;023;023;Nexoria2203;x
2204;255;224;200;Nexoria2204;x
2205;255;024;040;Nexoria2205;x
2206;255;225;120;Nexoria2206;x
2207;255;125;200;Nexoria2207;x
2208;255;125;215;Nexoria2208;x
2209;255;024;090;Nexoria2209;x
2210;187;165;022;Nexoria2210;x
2211;187;215;128;Nexoria2211;x
2212;060;143;034;Nexoria2212;x
2213;187;205;022;Nexoria2213;x
2214;081;081;192;Nexoria2214;x
2215;187;024;090;Nexoria2215;x
2216;187;024;155;Nexoria2216;x
2217;255;112;090;Nexoria2217;x
2218;165;072;084;Nexoria2218;x
2219;058;088;180;Nexoria2219;x
2220;081;081;255;Nexoria2220;x
2221;165;072;137;Nexoria2221;x
2222;081;081;221;Nexoria2222;x
2223;215;050;155;Nexoria2223;x
2224;190;044;000;Nexoria2224;x
2225;210;227;000;Nexoria2225;x
2226;090;187;034;Nexoria2226;x
2227;208;154;012;Nexoria2227;x
2228;040;059;211;Nexoria2228;x
2229;090;156;034;Nexoria2229;x
2230;129;171;129;Nexoria2230;x
2231;121;210;041;Nexoria2231;x
2232;190;072;059;Nexoria2232;x
2233;152;137;059;Nexoria2233;x
2234;193;215;062;Nexoria2234;x
2235;190;072;096;Nexoria2235;x
2236;131;211;134;Nexoria2236;x
2237;160;109;157;Nexoria2237;x
2238;080;073;160;Nexoria2238;x
2239;120;075;185;Nexoria2239;x
2240;120;137;132;Nexoria2240;x
2241;200;111;182;Nexoria2241;x
2242;240;069;110;Nexoria2242;x
2243;080;135;107;Nexoria2243;x
2244;160;139;157;Nexoria2244;x
2245;240;113;207;Nexoria2245;x
2246;040;115;232;Nexoria2246;x
2247;080;117;083;Nexoria2247;x
2248;120;119;108;Nexoria2248;x
2249;160;151;133;Nexoria2249;x
2250;160;077;210;Nexoria2250;x
2251;080;061;184;Nexoria2251;x
2252;200;117;235;Nexoria2252;x
2253;160;121;133;Nexoria2253;x
2254;240;125;232;Nexoria2254;x
2255;040;127;183;Nexoria2255;x
2256;040;139;159;Nexoria2256;x
2257;080;129;208;Nexoria2257;x
2258;120;131;233;Nexoria2258;x
2259;160;133;084;Nexoria2259;x
2260;200;079;235;Nexoria2260;x
2261;160;115;210;Nexoria2261;x
2262;116;098;168;Nexoria2262;x
2263;200;091;211;Nexoria2263;x
2264;200;135;109;Nexoria2264;x
2265;240;119;086;Nexoria2265;x
2266;140;199;183;Nexoria2266;x
2267;240;137;134;Nexoria2267;x
2268;040;083;011;Nexoria2268;x
2269;200;147;085;Nexoria2269;x
2270;040;121;011;Nexoria2270;x
2271;080;141;184;Nexoria2271;x
2272;160;127;186;Nexoria2272;x
2273;120;143;209;Nexoria2273;x
2274;160;145;234;Nexoria2274;x
2275;120;125;161;Nexoria2275;x
2276;080;123;136;Nexoria2276;x
2277;240;161;086;Nexoria2277;x
2278;240;149;110;Nexoria2278;x
2279;120;155;185;Nexoria2279;x
2280;160;157;210;Nexoria2280;x
2281;200;159;235;Nexoria2281;x
2282;040;151;135;Nexoria2282;x
2283;240;143;207;Nexoria2283;x
2284;160;089;186;Nexoria2284;x
2285;200;129;211;Nexoria2285;x
2286;240;131;236;Nexoria2286;x
2287;040;163;011;Nexoria2287;x
2288;040;133;082;Nexoria2288;x
2289;040;071;135;Nexoria2289;x
2290;240;081;086;Nexoria2290;x
2291;120;087;161;Nexoria2291;x
2292;140;145;232;Nexoria2292;x
2293;200;141;182;Nexoria2293;x
2294;200;153;158;Nexoria2294;x
2295;080;147;083;Nexoria2295;x
2296;209;068;153;Nexoria2296;x
2297;245;152;169;Nexoria2297;x
2298;255;230;147;Nexoria2298;x
2299;226;231;102;Nexoria2299;x
2300;198;068;153;Nexoria2300;x
2301;000;155;175;Nexoria2301;x
2302;187;186;222;Nexoria2302;x
2303;167;163;054;Nexoria2303;x
2304;157;036;128;Nexoria2304;x
2305;089;153;066;Nexoria2305;x
2306;184;183;051;Nexoria2306;x
2307;207;225;132;Nexoria2307;x
2308;000;153;075;Nexoria2308;x
2309;132;041;144;Nexoria2309;x
2310;250;019;041;Nexoria2310;x
2311;051;130;063;Nexoria2311;x
2312;242;102;096;Nexoria2312;x
2313;181;181;052;Nexoria2313;x
2314;049;011;071;Nexoria2314;x
2315;139;022;059;Nexoria2315;x
2316;004;024;061;Nexoria2316;x
2317;149;201;061;Nexoria2317;x
2318;157;215;209;Nexoria2318;x
2319;206;231;202;Nexoria2319;x
2320;062;048;146;Nexoria2320;x
2321;203;185;045;Nexoria2321;x
2322;212;227;131;Nexoria2322;x
2323;158;168;213;Nexoria2323;x
2324;239;069;139;Nexoria2324;x
2325;245;244;179;Nexoria2325;x
2326;178;031;114;Nexoria2326;x
2327;154;216;222;Nexoria2327;x
2328;000;120;091;Nexoria2328;x
2329;101;125;054;Nexoria2329;x
2330;059;082;037;Nexoria2330;x
2331;250;203;224;Nexoria2331;x
2332;188;228;233;Nexoria2332;x
2333;000;124;194;Nexoria2333;x
2334;225;224;174;Nexoria2334;x
2335;009;115;187;Nexoria2335;x
2336;238;016;102;Nexoria2336;x
2337;255;021;245;Nexoria2337;x
2338;201;024;126;Nexoria2338;x
2339;157;034;114;Nexoria2339;x
2340;091;004;048;Nexoria2340;x
2341;213;231;178;Nexoria2341;x
2342;056;016;031;Nexoria2342;x
2343;117;018;067;Nexoria2343;x
2344;210;025;111;Nexoria2344;x
2345;240;238;129;Nexoria2345;x
2346;252;183;112;Nexoria2346;x
2347;000;120;094;Nexoria2347;x
2348;108;157;064;Nexoria2348;x
2349;071;208;047;Nexoria2349;x
2350;151;050;205;Nexoria2350;x
2351;169;158;086;Nexoria2351;x
2352;103;104;152;Nexoria2352;x
2353;057;202;053;Nexoria2353;x
2354;155;167;088;Nexoria2354;x
2355;189;174;066;Nexoria2355;x
2356;039;216;132;Nexoria2356;x
2357;211;106;044;Nexoria2357;x
2358;179;181;074;Nexoria2358;x
2359;069;186;122;Nexoria2359;x
2360;068;040;113;Nexoria2360;x
2361;023;130;061;Nexoria2361;x
2362;168;175;018;Nexoria2362;x
2363;145;049;049;Nexoria2363;x
2364;193;255;128;Nexoria2364;x
2365;183;191;072;Nexoria2365;x
2366;179;165;085;Nexoria2366;x
2367;088;175;171;Nexoria2367;x
2368;135;100;164;Nexoria2368;x
2369;175;088;119;Nexoria2369;x
2370;108;130;155;Nexoria2370;x
2371;127;000;000;Nexoria2371;x
2372;000;038;255;Nexoria2372;x
2373;137;076;072;Nexoria2373;x
2374;053;204;105;Nexoria2374;x
2375;244;127;025;Nexoria2375;x
2376;225;191;000;Nexoria2376;x
2377;082;199;061;Nexoria2377;x
2378;255;000;110;Nexoria2378;x
2379;000;148;255;Nexoria2379;x
2380;190;035;195;Nexoria2380;x
2381;034;065;011;Nexoria2381;x
2382;154;012;026;Nexoria2382;x
2383;127;031;012;Nexoria2383;x
2384;017;079;170;Nexoria2384;x
2385;042;127;127;Nexoria2385;x
2386;091;112;000;Nexoria2386;x
2387;071;064;128;Nexoria2387;x
2388;032;038;255;Nexoria2388;x
2389;213;130;225;Nexoria2389;x
2390;202;066;152;Nexoria2390;x
2391;211;044;063;Nexoria2391;x
2392;135;098;114;Nexoria2392;x
2393;044;142;085;Nexoria2393;x
2394;092;175;036;Nexoria2394;x
2395;032;124;032;Nexoria2395;x
2396;255;117;154;Nexoria2396;x
2397;141;255;107;Nexoria2397;x
2398;053;168;141;Nexoria2398;x
2399;255;242;109;Nexoria2399;x
2400;255;160;058;Nexoria2400;x
2401;255;163;137;Nexoria2401;x
2402;137;255;104;Nexoria2402;x
2403;255;092;071;Nexoria2403;x
2404;097;198;071;Nexoria2404;x
2405;054;091;072;Nexoria2405;x
2406;151;078;142;Nexoria2406;x
2407;089;070;120;Nexoria2407;x
2408;211;223;069;Nexoria2408;x
2409;202;043;139;Nexoria2409;x
2410;153;230;204;Nexoria2410;x
2411;179;204;153;Nexoria2411;x
2412;122;143;170;Nexoria2412;x
2413;070;070;122;Nexoria2413;x
2414;116;074;122;Nexoria2414;x
2415;060;044;114;Nexoria2415;x
2416;066;075;120;Nexoria2416;x
2417;182;025;040;Nexoria2417;x
2418;085;058;215;Nexoria2418;x
2419;171;208;192;Nexoria2419;x
2420;247;022;012;Nexoria2420;x
2421;045;031;018;Nexoria2421;x
2422;163;072;018;Nexoria2422;x
2423;163;189;018;Nexoria2423;x
2424;151;186;110;Nexoria2424;x
2425;089;061;078;Nexoria2425;x
2426;034;074;126;Nexoria2426;x
2427;166;083;032;Nexoria2427;x
2428;153;102;093;Nexoria2428;x
2429;063;102;093;Nexoria2429;x
2430;088;198;079;Nexoria2430;x
2431;172;201;135;Nexoria2431;x
2432;162;183;079;Nexoria2432;x
2433;170;202;126;Nexoria2433;x
2434;063;134;173;Nexoria2434;x
2435;034;080;089;Nexoria2435;x
2436;034;043;058;Nexoria2436;x
2437;154;175;058;Nexoria2437;x
2438;034;074;058;Nexoria2438;x
2439;173;104;032;Nexoria2439;x
2440;173;066;032;Nexoria2440;x
2441;072;130;079;Nexoria2441;x
2442;072;028;079;Nexoria2442;x
2443;047;122;167;Nexoria2443;x
2444;164;048;070;Nexoria2444;x
2445;166;144;032;Nexoria2445;x
2446;148;047;032;Nexoria2446;x
2447;228;043;043;Nexoria2447;x
2448;144;031;145;Nexoria2448;x
2449;081;144;095;Nexoria2449;x
2450;207;131;046;Nexoria2450;x
2451;039;031;246;Nexoria2451;x
2452;165;031;196;Nexoria2452;x
2453;102;012;145;Nexoria2453;x
2454;228;231;095;Nexoria2454;x
2455;060;161;046;Nexoria2455;x
2456;186;131;246;Nexoria2456;x
2457;123;051;196;Nexoria2457;x
2458;249;249;145;Nexoria2458;x
2459;021;001;095;Nexoria2459;x
2460;147;151;046;Nexoria2460;x
2461;084;131;246;Nexoria2461;x
2462;210;011;196;Nexoria2462;x
2463;042;012;145;Nexoria2463;x
2464;168;151;095;Nexoria2464;x
2465;105;109;046;Nexoria2465;x
2466;231;015;246;Nexoria2466;x
2467;063;119;196;Nexoria2467;x
2468;189;221;145;Nexoria2468;x
2469;126;001;095;Nexoria2469;x
2470;252;031;046;Nexoria2470;x
2471;001;246;246;Nexoria2471;x
2472;252;131;046;Nexoria2472;x
2473;189;121;145;Nexoria2473;x
2474;148;133;060;Nexoria2474;x
2475;037;133;180;Nexoria2475;x
2476;001;000;145;Nexoria2476;x
2477;127;020;145;Nexoria2477;x
2478;064;119;246;Nexoria2478;x
2479;190;100;196;Nexoria2479;x
2480;022;032;145;Nexoria2480;x
2481;148;161;095;Nexoria2481;x
2482;085;091;046;Nexoria2482;x
2483;211;031;246;Nexoria2483;x
2484;043;051;196;Nexoria2484;x
2485;169;002;145;Nexoria2485;x
2486;106;012;095;Nexoria2486;x
2487;232;201;046;Nexoria2487;x
2488;004;051;246;Nexoria2488;x
2489;130;130;196;Nexoria2489;x
2490;067;201;145;Nexoria2490;x
2491;193;139;095;Nexoria2491;x
2492;025;191;046;Nexoria2492;x
2493;151;161;246;Nexoria2493;x
2494;088;038;196;Nexoria2494;x
2495;214;231;145;Nexoria2495;x
2496;046;231;095;Nexoria2496;x
2497;172;191;046;Nexoria2497;x
2498;109;041;246;Nexoria2498;x
2499;235;152;196;Nexoria2499;x
2500;007;131;145;Nexoria2500;x
2501;133;231;095;Nexoria2501;x
2502;070;161;046;Nexoria2502;x
2503;196;031;246;Nexoria2503;x
2504;028;171;196;Nexoria2504;x
2505;154;243;145;Nexoria2505;x
2506;091;002;095;Nexoria2506;x
2507;217;131;046;Nexoria2507;x
2508;049;141;246;Nexoria2508;x
2509;175;043;196;Nexoria2509;x
2510;112;164;145;Nexoria2510;x
2511;238;244;095;Nexoria2511;x
2512;010;121;046;Nexoria2512;x
2513;136;158;246;Nexoria2513;x
2514;073;112;196;Nexoria2514;x
2515;199;232;145;Nexoria2515;x
2516;031;064;095;Nexoria2516;x
2517;157;164;046;Nexoria2517;x
2518;094;048;246;Nexoria2518;x
2519;220;044;196;Nexoria2519;x
2520;052;183;145;Nexoria2520;x
2521;178;003;095;Nexoria2521;x
2522;115;141;046;Nexoria2522;x
2523;241;101;246;Nexoria2523;x
2524;013;031;196;Nexoria2524;x
2525;139;011;145;Nexoria2525;x
2526;076;001;095;Nexoria2526;x
2527;202;202;046;Nexoria2527;x
2528;034;122;246;Nexoria2528;x
2529;160;221;196;Nexoria2529;x
2530;097;012;145;Nexoria2530;x
2531;223;132;095;Nexoria2531;x
2532;055;131;046;Nexoria2532;x
2533;181;201;246;Nexoria2533;x
2534;118;131;196;Nexoria2534;x
2535;244;231;145;Nexoria2535;x
2536;016;019;095;Nexoria2536;x
2537;142;031;046;Nexoria2537;x
2538;079;131;246;Nexoria2538;x
2539;205;001;196;Nexoria2539;x
2540;037;006;145;Nexoria2540;x
2541;163;191;095;Nexoria2541;x
2542;100;003;046;Nexoria2542;x
2543;226;041;246;Nexoria2543;x
2544;058;001;196;Nexoria2544;x
2545;184;031;145;Nexoria2545;x
2546;121;161;095;Nexoria2546;x
2547;247;131;046;Nexoria2547;x
2548;019;131;246;Nexoria2548;x
2549;145;255;196;Nexoria2549;x
2550;082;031;145;Nexoria2550;x
2551;208;199;095;Nexoria2551;x
2552;040;061;046;Nexoria2552;x
2553;166;031;246;Nexoria2553;x
2554;103;021;196;Nexoria2554;x
2555;229;031;145;Nexoria2555;x
2556;061;031;095;Nexoria2556;x
2557;187;222;046;Nexoria2557;x
2558;124;131;246;Nexoria2558;x
2559;250;141;196;Nexoria2559;x
2560;002;131;145;Nexoria2560;x
2561;128;181;095;Nexoria2561;x
2562;065;133;046;Nexoria2562;x
2563;191;123;246;Nexoria2563;x
2564;023;031;196;Nexoria2564;x
2565;149;122;145;Nexoria2565;x
2566;086;141;095;Nexoria2566;x
2567;212;215;046;Nexoria2567;x
2568;044;131;246;Nexoria2568;x
2569;170;031;196;Nexoria2569;x
2570;107;031;145;Nexoria2570;x
2571;233;111;095;Nexoria2571;x
2572;005;202;046;Nexoria2572;x
2573;131;101;246;Nexoria2573;x
